23	53
23	92
23	120
24	28
24	30
24	32
24	37
24	45
24	55
25	26
25	27
25	43
25	68
25	127
26	28
26	30
26	31
26	32
26	37
26	38
26	95
27	28
27	29
27	32
27	45
27	98
27	116
28	32
28	51
28	68
28	125
29	30
29	36
29	72
29	98
30	31
30	32
30	71
30	110
30	122
31	46
31	59
31	117
32	97
32	111
32	128
33	37
33	38
33	40
33	41
33	45
33	46
33	47
33	49
33	53
33	54
33	56
33	57
33	60
33	76
33	112
33	123
34	37
34	40
34	41
34	42
34	45
34	47
34	51
34	54
34	55
34	58
34	60
34	61
34	62
34	67
34	71
34	94
35	37
35	42
35	46
35	47
35	49
35	50
35	53
35	54
35	55
35	56
35	60
35	61
35	62
35	88
35	109
36	39
36	40
36	42
36	47
36	48
36	49
36	51
36	52
36	53
36	56
36	59
36	60
36	63
36	92
37	38
37	43
37	44
37	46
37	48
37	49
37	51
37	53
37	57
37	61
38	39
38	40
38	41
38	45
38	46
38	53
38	54
38	58
38	60
38	61
38	62
38	79
39	41
39	42
39	44
39	45
39	52
39	53
39	54
39	58
39	59
39	60
39	62
39	101
39	114
39	126
40	41
40	43
40	44
40	46
40	48
40	50
40	55
40	58
40	62
40	87
41	42
41	45
41	47
41	52
41	53
41	58
41	63
41	64
41	74
41	78
41	97
42	43
42	48
42	49
42	54
42	58
42	59
42	63
42	64
42	87
42	120
42	124
43	44
43	45
43	49
43	50
43	51
43	52
43	54
43	57
43	61
43	64
43	105
44	46
44	47
44	49
44	52
44	55
44	56
44	57
44	63
44	64
44	85
44	112
44	121
45	46
45	47
45	48
45	51
45	57
45	58
45	63
45	117
46	48
46	52
46	54
46	56
46	58
46	60
47	48
47	51
47	52
47	53
47	54
47	59
47	109
47	127
48	49
48	51
48	53
48	56
48	60
48	63
49	50
49	52
49	55
49	56
49	58
49	71
49	80
49	108
50	51
50	52
50	55
50	56
50	57
50	58
50	60
50	61
50	62
50	66
50	78
50	115
51	52
51	54
51	60
51	61
51	63
51	97
52	53
52	56
52	59
52	85
52	95
52	113
53	57
53	60
53	62
53	82
54	55
54	60
54	64
54	85
54	103
54	125
55	56
55	58
55	59
55	60
55	61
55	64
55	98
55	100
56	59
56	60
56	63
56	88
56	109
57	58
57	59
57	60
57	61
57	63
57	64
57	95
57	118
58	62
58	112
59	60
59	61
59	62
59	63
59	64
59	105
59	119
60	126
61	62
61	63
61	64
61	80
62	63
62	64
62	77
62	82
62	115
63	103
64	73
64	116
65	69
65	71
65	72
65	73
65	75
65	79
65	80
65	82
65	84
65	86
65	90
65	92
65	93
65	107
65	113
65	116
66	70
66	71
66	72
66	80
66	82
66	84
66	87
66	88
66	91
66	92
66	94
66	95
66	96
66	106
66	124
67	68
67	72
67	73
67	76
67	79
67	81
67	82
67	86
67	87
67	88
67	91
67	94
67	95
67	105
67	108
68	69
68	75
68	76
68	78
68	79
68	82
68	83
68	89
68	91
68	92
68	93
68	94
69	77
69	78
69	80
69	81
69	83
69	84
69	87
69	88
69	90
69	91
69	94
69	106
69	122
69	125
70	71
70	73
70	75
70	77
70	78
70	79
70	80
70	82
70	84
70	87
70	92
70	96
71	72
71	73
71	74
71	75
71	80
71	85
71	87
71	88
71	90
71	92
72	75
72	76
72	79
72	83
72	86
72	87
72	90
72	91
72	96
72	104
72	128
73	74
73	76
73	80
73	86
73	89
73	90
73	91
73	92
73	95
73	118
74	80
74	81
74	83
74	85
74	86
74	87
74	88
74	91
74	93
74	94
74	95
74	114
74	121
75	77
75	78
75	82
75	83
75	85
75	91
75	94
75	96
76	78
76	79
76	81
76	82
76	83
76	84
76	85
76	86
76	88
77	79
77	81
77	83
77	84
77	89
77	90
77	91
77	93
77	94
77	96
77	101
78	81
78	84
78	85
78	86
78	89
78	90
78	94
78	95
78	128
79	84
79	86
79	87
79	89
79	91
79	93
79	99
80	81
80	83
80	89
80	90
80	91
80	96
81	83
81	89
81	90
81	92
81	93
81	96
81	102
81	111
81	119
82	84
82	86
82	87
82	88
82	91
82	92
83	84
83	86
83	88
83	94
83	102
83	107
83	124
84	88
84	89
84	94
84	108
84	111
84	114
85	86
85	87
85	89
85	90
85	91
85	93
85	94
85	96
86	94
86	96
86	104
86	119
87	89
87	94
87	95
88	89
88	94
88	95
88	96
89	91
89	96
90	91
90	93
90	96
92	93
92	94
92	95
92	96
93	94
93	95
93	96
95	96
97	103
97	104
97	105
97	106
97	107
97	108
97	109
97	110
97	113
97	116
97	121
97	123
97	126
98	106
98	108
98	109
98	110
98	111
98	112
98	113
98	115
98	118
98	119
98	125
98	126
98	127
99	107
99	110
99	112
99	113
99	114
99	116
99	117
99	118
99	119
99	120
99	122
99	123
99	128
100	101
100	104
100	111
100	114
100	115
100	117
100	118
100	119
100	121
100	123
100	124
100	127
100	128
101	103
101	104
101	105
101	110
101	111
101	112
101	113
101	117
101	120
101	122
101	125
101	128
102	104
102	106
102	107
102	108
102	109
102	114
102	116
102	117
102	119
102	120
102	121
102	122
102	125
103	104
103	108
103	109
103	110
103	111
103	114
103	117
103	118
103	119
103	125
103	128
104	107
104	108
104	109
104	110
104	112
104	115
104	117
104	127
105	107
105	108
105	110
105	113
105	114
105	116
105	117
105	118
105	119
105	125
105	126
106	108
106	110
106	111
106	112
106	116
106	118
106	120
106	121
106	123
106	125
107	111
107	112
107	115
107	116
107	121
107	122
107	123
107	126
108	114
108	117
108	119
108	120
108	125
108	126
109	112
109	113
109	115
109	117
109	120
109	121
109	124
109	127
110	120
110	124
110	126
110	127
110	128
111	115
111	119
111	120
111	123
111	125
111	126
111	127
112	118
112	121
112	123
112	124
112	125
112	128
113	114
113	115
113	122
113	123
113	124
113	126
113	128
114	117
114	119
114	121
114	122
114	126
114	128
115	116
115	117
115	118
115	120
115	121
115	122
116	119
116	120
116	123
116	125
116	127
116	128
117	119
117	128
118	120
118	122
118	123
118	124
118	127
119	121
119	127
120	122
120	127
121	122
121	125
121	128
122	123
122	124
122	125
123	124
123	127
124	125
124	126
124	127
124	128
126	127
126	128
